Global Seamount Database from Kim, S.-S., and P. Wessel (2011), Geophys. J. Int., in revision.
This file contains 24,646 potential seamounts from the entire ocean basins.
The columns are:
Col 1: Longitude (-180/+180). Center of each seamount (in degrees)
Col 2: Latitude (-90/+90). Center of each seamount (in degrees)
Col 3: Estimated azimuth of the basal ellipse (in degree)
Col 4: Estimated major axis of the basal ellipse of each seamount (in km)
Col 5: Estimated minor axis of the basal ellipse of each seamount (in km)
Col 6: Seamount height obtained from the prediced bathymetry TOPO V12 (in m)
Col 7: Maximum amplitude of the Free-Air Gravity Anomaly (in mGal)
Col 8: Maximum amplitude of the Vertical Gravity Gradient Anomaly (in Eotvos)
Col 9: Regional depth of each seamount (in m)
Col 10: Age of underlying seafloor from the AGE 3.2 grid (in Myr)
Col 11: ID for each seamount (plate_###)
For explanation of modeling and notations, please see our GJI paper

Longitude	Latitude	Azimuth	Major	Minor	Height	FAA	VGG	Depth	CrustAge	ID
-108.80826	-27.31251	-81.2	15.4	10.8	1044.5	29.3	73.0	-3060.8	6.5	KW-14439
-108.18393	-27.46278	38.7	14.7	5.5	595.1	35.8	60.2	-2558.7	6.8	KW-14440
-108.48742	-27.27702	20.4	12.4	9.8	990.7	30.4	67.2	-2877.3	6.9	KW-14441
-108.10074	-28.08317	-47.5	13.5	10.1	527.2	28.7	60.1	-3024.3	4.6	KW-14442
-109.24233	-28.46172	88.1	5.6	5.3	177.2	22.7	58.0	-3007.9	3.3	KW-14443
-109.41683	-27.94386	-66.4	5.2	3.0	750.6	28.4	47.9	-2422.0	3.3	KW-14444
-107.78353	-27.35582	3.4	36.7	10.0	753.7	31.3	45.0	-2745.6	7.6	KW-14445
-105.70444	-29.15150	45.9	13.9	11.0	727.4	19.8	51.9	-3315.5	6.5	KW-14446
-107.42595	-27.97969	17.9	9.2	6.7	1869.2	13.5	57.0	-3103.1	5.4	KW-14447
-107.91814	-28.08313	-85.0	14.3	10.8	911.9	17.6	48.9	-3264.4	4.8	KW-14448
-107.99038	-26.74090	133.7	11.4	10.4	785.5	25.4	45.6	-3010.7	7.4	KW-14449
-105.86141	-30.10363	-87.7	8.9	6.0	274.4	13.7	41.8	-3328.9	6.4	KW-14450
-107.52203	-29.73265	-82.7	13.1	5.6	302.8	11.0	34.6	-3082.8	5.0	KW-14451
-107.91265	-29.90660	-10.8	11.5	11.3	320.6	13.7	36.6	-3106.3	4.6	KW-14452
-107.50556	-29.48909	42.5	16.1	11.5	445.8	7.6	30.8	-3261.0	5.0	KW-14453
-107.29472	-29.45943	35.8	11.4	5.8	227.7	10.1	30.7	-3117.1	5.2	KW-14454
-108.27066	-26.62018	82.5	7.8	5.9	417.9	16.0	25.3	-3086.9	7.1	KW-14455
-108.22762	-29.04020	-6.3	18.4	9.6	276.9	9.4	31.0	-3063.6	4.3	KW-14456
-106.11994	-31.30442	40.0	14.2	12.5	605.5	11.4	29.0	-3413.7	6.2	KW-14457
-107.71067	-29.45565	-65.1	9.8	8.5	318.9	9.8	27.9	-3065.8	4.9	KW-14458
-110.59779	-27.71428	3.9	16.8	13.5	1586.1	73.4	113.8	-2710.0	2.2	KW-14459
-111.04742	-26.96733	59.0	23.9	10.8	1514.6	47.2	66.5	-2880.0	4.4	KW-14460
-110.93282	-26.94365	-77.1	12.9	11.1	613.0	46.3	50.2	-2552.3	4.5	KW-14461
-110.75578	-27.00722	90.8	20.1	11.2	149.5	37.9	68.4	-2687.3	4.7	KW-14462
-111.15687	-28.42313	177.5	18.8	11.3	681.0	32.1	67.4	-2752.0	1.6	KW-14463
-110.86212	-26.60708	126.8	21.0	11.7	1005.6	44.5	64.1	-2635.5	4.5	KW-14464
-111.25119	-30.60765	100.0	14.9	5.4	796.4	16.1	44.3	-2808.5	0.6	KW-14465
-112.75929	-27.70831	51.6	7.0	6.1	654.2	27.1	51.1	-2278.7	0.1	KW-14466
-111.17487	-28.69749	167.0	14.4	5.8	858.4	24.7	46.6	-2417.1	1.5	KW-14467
-110.50847	-29.06175	41.1	9.4	6.4	625.8	20.1	43.2	-2912.8	2.1	KW-14468
-110.50791	-27.09799	47.6	7.6	5.3	263.3	20.5	38.4	-2510.1	4.9	KW-14469
-111.16018	-26.62932	51.1	9.6	6.5	865.6	33.3	42.3	-2594.3	4.3	KW-14470
-90.01175	-29.05473	163.3	15.1	13.1	2195.4	71.7	146.2	-3523.5	21.6	KW-14471
-86.87018	-27.56893	174.2	14.2	12.9	1328.3	48.5	104.5	-3648.3	26.7	KW-14472
-90.37632	-27.09057	154.6	22.5	13.1	1584.7	44.8	86.7	-3573.3	22.1	KW-14473
-87.07988	-27.75189	172.5	21.9	12.3	1360.6	47.9	91.3	-3744.3	26.2	KW-14474
-90.49362	-30.37155	5.2	16.9	13.6	1858.2	50.5	85.0	-3320.2	20.4	KW-14475
-87.17412	-31.59678	172.1	15.8	12.0	1181.1	32.7	83.0	-3661.4	23.9	KW-14476
-88.12109	-28.34798	6.8	21.1	12.6	1457.4	46.3	80.2	-3643.3	24.5	KW-14477
-88.45040	-28.51009	3.9	35.1	13.2	1189.6	52.9	79.6	-3564.7	24.0	KW-14478
-87.86637	-27.69484	161.2	48.0	12.1	1167.4	52.0	76.0	-3309.8	25.2	KW-14479
-88.81686	-28.40177	164.0	21.4	14.1	1066.1	52.5	76.9	-3402.1	23.5	KW-14480
-89.40098	-28.39851	172.6	32.8	11.5	1014.5	47.9	75.3	-3406.1	22.8	KW-14481
-88.45176	-28.24111	142.7	21.8	11.0	1358.1	40.0	71.5	-3535.1	24.1	KW-14482
-88.93864	-27.20873	130.5	15.6	13.5	802.7	32.8	71.5	-3687.5	24.0	KW-14483
-88.12998	-28.09659	122.3	26.0	17.0	1327.6	49.0	67.0	-3639.5	24.6	KW-14484
-87.57903	-27.52197	153.7	30.6	10.6	889.6	28.3	58.5	-3368.6	25.7	KW-14485
-88.55500	-28.00957	53.9	17.4	14.0	800.1	34.7	60.2	-3478.2	24.1	KW-14486
-87.87266	-26.94619	22.2	14.8	10.8	574.5	35.0	60.8	-2871.1	25.6	KW-14487
-88.18298	-27.84959	142.3	28.9	9.1	638.3	27.1	49.8	-3368.4	24.7	KW-14488
-87.55374	-28.25311	31.4	12.8	9.8	353.3	20.6	42.6	-3553.0	25.3	KW-14489
-86.80929	-30.43851	179.0	14.9	10.6	695.6	19.1	43.1	-3658.2	24.9	KW-14490
-88.22987	-31.27086	74.3	25.5	11.2	562.2	14.5	37.3	-3666.8	22.8	KW-14491
-88.03370	-28.53775	84.8	14.2	12.3	680.3	16.2	35.6	-3599.1	24.5	KW-14492
-87.00039	-30.56937	32.7	14.4	11.2	528.1	9.2	30.0	-3787.3	24.7	KW-14493
-84.80406	-28.86643	122.0	13.4	12.6	1426.8	34.8	103.3	-4086.7	28.4	KW-14494
-85.08801	-29.59848	24.5	23.9	12.8	1453.7	38.7	93.5	-4102.1	27.6	KW-14495
-85.01722	-29.18428	18.0	17.3	12.1	1200.4	25.8	82.6	-4040.7	28.0	KW-14496
-84.55007	-28.80327	32.9	14.3	10.3	909.8	22.4	71.9	-3958.3	28.8	KW-14497
-82.69028	-28.99784	32.2	18.2	11.2	1084.2	29.1	60.0	-3965.9	30.9	KW-14498
-85.01356	-28.93800	19.4	17.0	12.3	897.1	17.7	59.5	-3993.1	28.1	KW-14499
-83.04978	-29.94515	173.0	12.5	12.3	301.8	23.2	55.0	-3930.8	29.8	KW-14500
-83.39256	-27.73016	8.9	20.6	6.5	270.1	10.0	45.2	-3756.1	31.0	KW-14501
-83.52949	-31.43253	13.8	20.3	10.7	590.5	13.5	46.4	-3939.6	28.3	KW-14502
-82.76876	-28.56994	10.1	13.4	13.0	726.0	13.4	43.5	-3933.6	31.1	KW-14503
-82.52250	-28.82704	31.1	18.0	10.8	491.8	16.4	39.5	-3823.8	31.2	KW-14504
-82.82236	-28.07944	53.9	8.5	4.3	531.0	9.7	43.2	-3767.8	31.4	KW-14505
-83.19294	-29.62396	40.9	10.8	6.5	278.8	19.2	32.4	-3804.2	29.9	KW-14506
-80.02710	-28.08290	60.4	16.4	15.4	3246.1	99.0	179.3	-3774.0	36.1	KW-14507
-76.89954	-28.03930	-17.0	15.6	13.8	2392.6	94.3	171.7	-3826.3	41.4	KW-14508
-78.80357	-30.23250	2.5	21.9	14.1	1541.0	91.7	145.6	-3950.3	36.1	KW-14509
-79.75486	-30.83174	164.6	15.8	15.3	2068.2	58.1	126.2	-4053.4	33.0	KW-14510
-76.48196	-26.81075	3.0	20.2	15.4	1981.0	69.7	115.7	-3717.0	42.3	KW-14511
-77.27243	-27.48686	-31.0	16.2	14.2	1994.5	75.1	112.6	-3794.1	41.3	KW-14512
-78.32300	-28.57295	-9.8	14.5	12.4	936.8	31.6	77.4	-4083.3	39.4	KW-14513
-77.44956	-28.86659	39.0	14.9	11.5	1289.0	48.6	86.3	-4112.2	40.6	KW-14514
-77.70182	-27.87455	66.1	19.1	14.6	1145.2	37.9	72.5	-3906.0	40.8	KW-14515
-75.82754	-28.02484	70.3	15.8	13.1	1038.0	32.8	70.6	-4146.4	42.3	KW-14516
-77.25268	-28.46390	-13.3	14.8	11.2	1107.0	29.5	71.0	-4180.2	40.9	KW-14517
-78.30341	-29.71308	3.1	6.9	5.6	912.0	37.9	69.3	-3411.1	38.0	KW-14518
-78.68988	-29.94823	8.5	14.2	11.6	709.3	28.4	61.8	-3964.0	36.7	KW-14519
-77.28831	-27.83413	13.3	13.1	9.9	999.6	21.7	60.8	-4082.3	41.2	KW-14520
-76.33208	-26.99270	-11.9	9.3	5.4	999.2	24.9	58.0	-3283.2	42.4	KW-14521
-77.70367	-26.69211	23.6	16.0	10.4	969.9	29.3	62.0	-3629.2	41.4	KW-14522
-79.65521	-30.60758	31.7	10.9	10.3	747.7	13.4	55.8	-4066.7	33.4	KW-14523
-76.02687	-27.28789	53.8	8.1	7.5	716.9	31.5	51.7	-3589.7	42.5	KW-14524
-79.97984	-31.40350	48.0	22.6	10.5	792.0	16.2	48.2	-4013.1	32.4	KW-14525
-79.53110	-30.53602	67.2	16.7	11.3	948.1	11.5	47.1	-3915.5	33.9	KW-14526
-79.53167	-28.47129	69.4	21.2	14.0	802.8	16.2	44.9	-4058.2	36.7	KW-14527
-77.16740	-28.12652	5.2	18.2	10.7	901.5	15.8	42.7	-3925.7	41.1	KW-14528
-77.34820	-28.64301	41.4	13.7	11.9	689.0	28.2	51.7	-3956.5	40.7	KW-14529
-79.84498	-31.32456	40.0	16.2	10.2	616.5	10.1	34.7	-3964.1	32.6	KW-14530
-77.65951	-26.98457	62.3	9.9	6.3	207.4	31.0	39.8	-3464.1	41.3	KW-14531
-80.04530	-28.62234	24.8	10.5	5.4	343.6	11.4	38.3	-3927.3	35.4	KW-14532
-78.10265	-27.27072	26.8	11.8	11.3	717.5	29.4	39.4	-3660.4	40.7	KW-14533
-77.13206	-29.71375	32.9	18.9	11.7	343.6	7.3	16.0	-4306.3	40.4	KW-14534
-75.19958	-27.89161	-3.4	14.7	13.3	2032.7	93.8	168.9	-4197.7	42.9	KW-14535
-72.49292	-27.52446	38.2	16.0	14.9	2059.4	93.9	156.0	-3668.7	45.4	KW-14536
-73.70964	-27.67309	10.4	14.9	13.4	2704.9	61.8	103.1	-4028.1	44.3	KW-14537
-72.78956	-27.58101	23.2	18.2	13.8	566.7	51.3	67.7	-3887.8	45.1	KW-14538
-72.14755	-27.47650	37.8	19.6	12.7	1947.8	-41.7	62.5	-4948.3	45.7	KW-14539
-73.16656	-27.72969	16.3	16.3	11.9	1177.4	28.3	55.3	-4172.2	44.7	KW-14540
-74.23379	-29.02875	37.6	7.5	4.2	556.4	25.0	33.1	-4130.1	43.2	KW-14541
-94.04602	-32.00958	84.8	46.6	12.6	1363.2	51.4	67.0	-3737.1	15.0	KW-14542
-95.15121	-33.57350	51.1	17.2	11.7	1341.8	35.2	92.4	-3861.2	14.0	KW-14543
-92.85695	-34.97373	29.3	17.1	12.6	967.0	36.1	72.2	-3613.4	15.5	KW-14544
-91.71890	-32.36973	115.2	17.3	13.2	1004.2	32.8	63.9	-3497.5	17.9	KW-14545
-93.57127	-32.65141	77.3	17.9	12.8	1125.3	31.5	65.8	-3654.8	15.3	KW-14546
-92.54484	-31.88172	113.3	21.0	13.5	740.8	26.9	42.4	-3695.1	17.0	KW-14547
-92.94200	-32.52154	118.5	7.8	6.1	259.1	21.1	30.2	-3323.7	16.2	KW-14548
-94.96762	-32.16261	72.9	14.7	11.7	530.8	10.5	35.2	-3769.2	14.3	KW-14549
-90.63156	-34.49495	106.0	19.3	13.4	586.8	17.8	42.6	-3695.9	18.5	KW-14550
-95.12666	-32.19098	80.1	18.7	12.8	537.6	10.7	34.2	-3881.2	14.2	KW-14551
-90.84213	-34.45325	97.5	15.1	12.1	579.1	19.2	45.4	-3716.8	18.2	KW-14552
-90.63813	-33.57441	-18.8	6.7	5.8	233.4	12.8	43.3	-3666.1	18.8	KW-14553
-94.48058	-31.87432	82.8	16.0	13.3	525.2	12.0	33.8	-3542.4	14.7	KW-14554
-94.13531	-32.43241	4.7	17.6	15.6	631.6	17.2	35.3	-3696.5	14.8	KW-14555
-92.20029	-33.46532	75.4	16.9	15.7	687.0	9.5	36.0	-4026.9	16.9	KW-14556
-91.08028	-33.47018	-34.0	16.7	14.8	563.3	18.5	36.4	-3864.0	18.3	KW-14557
-93.80877	-34.06769	111.1	24.6	14.4	719.5	11.8	37.3	-3899.1	14.8	KW-14558
-97.71977	-34.32710	23.7	15.6	12.6	1195.3	42.0	95.6	-3705.9	12.1	KW-14559
-99.23353	-33.52296	142.7	13.4	10.4	1033.3	30.9	97.1	-3787.1	11.2	KW-14560
-97.45045	-33.68271	111.8	13.3	12.3	1219.1	28.8	90.4	-3839.3	12.4	KW-14561
-98.76721	-34.39129	160.2	27.8	12.1	1154.9	34.8	67.9	-3787.1	11.4	KW-14562
-99.56481	-32.42011	46.0	15.2	12.4	769.4	26.1	70.0	-3586.1	11.0	KW-14563
-96.48716	-33.19909	89.0	17.2	12.2	730.4	26.9	69.9	-3686.5	13.1	KW-14564
-99.39423	-33.82295	12.6	18.2	14.5	947.7	31.5	64.0	-3823.1	11.1	KW-14565
-98.96910	-33.56901	42.5	12.5	11.3	769.1	18.1	65.2	-3874.0	11.4	KW-14566
-100.34428	-32.38197	92.0	16.9	10.9	739.1	22.7	59.2	-3747.1	10.5	KW-14567
-98.65184	-33.63029	8.7	14.5	13.1	781.6	19.1	56.7	-3840.0	11.6	KW-14568
-96.97402	-34.74102	177.4	16.7	11.5	489.9	28.5	55.9	-3150.4	12.6	KW-14569
-99.83943	-32.63991	159.7	14.4	11.1	541.7	13.3	53.9	-3712.6	10.8	KW-14570
-99.09143	-34.62701	41.3	13.2	11.2	847.9	23.9	47.1	-3534.4	11.2	KW-14571
-96.57275	-34.71141	69.6	21.9	11.0	764.0	27.5	54.4	-3465.6	12.9	KW-14572
-95.58187	-33.48797	149.4	15.3	12.3	727.9	15.7	46.3	-3766.8	13.7	KW-14573
-97.26215	-34.42643	29.9	30.4	13.6	790.1	21.7	47.3	-3711.5	12.5	KW-14574
-96.24685	-32.23712	58.7	13.3	11.1	373.5	7.5	37.1	-3758.9	13.4	KW-14575
-98.60032	-31.97712	91.2	16.3	12.9	467.9	8.2	40.7	-3856.6	11.7	KW-14576
-98.68990	-32.69491	161.3	14.8	13.5	762.1	10.0	40.4	-3816.2	11.6	KW-14577
-98.25246	-33.22683	51.5	18.4	12.4	947.3	9.0	38.3	-3643.5	11.9	KW-14578
-98.29369	-33.61888	61.6	19.7	11.9	673.2	11.8	42.4	-3786.4	11.8	KW-14579
-98.44540	-32.76932	103.3	10.0	6.8	291.5	9.1	37.3	-3613.7	11.8	KW-14580
-97.50924	-34.58405	139.0	16.6	12.5	747.7	9.9	40.9	-3883.3	12.3	KW-14581
-96.30100	-35.26135	64.4	17.4	14.8	581.9	14.7	32.0	-3529.6	13.0	KW-14582
-100.39100	-32.12860	90.2	18.1	14.7	538.2	12.0	38.5	-3741.7	10.4	KW-14583
-96.65800	-34.48055	176.7	10.6	7.5	489.8	9.4	32.6	-3638.1	12.8	KW-14584
-98.46983	-33.23476	52.0	13.4	11.9	705.6	8.6	36.8	-3666.7	11.7	KW-14585
-98.35403	-32.04017	56.8	18.8	13.3	422.1	6.2	34.6	-3834.6	11.9	KW-14586
-97.96088	-33.17874	94.4	10.5	6.6	662.9	7.6	36.2	-3533.7	12.1	KW-14587
-99.09710	-31.88295	80.9	14.4	12.0	372.8	8.0	34.5	-3751.6	11.4	KW-14588
-99.16559	-32.12564	78.6	12.3	10.1	213.8	4.0	33.9	-3741.9	11.3	KW-14589
-97.85935	-32.02373	75.8	20.9	14.0	362.3	5.7	31.0	-3781.1	12.3	KW-14590
-100.47851	-32.48057	58.8	6.9	6.1	466.1	7.1	33.7	-3607.3	10.4	KW-14591
-105.14219	-32.90724	122.1	17.4	10.8	878.4	33.8	75.5	-3337.2	6.9	KW-14592
-102.62219	-31.79606	22.8	15.0	11.6	913.4	28.7	66.5	-3511.9	8.8	KW-14593
-101.42837	-33.84687	133.0	14.1	12.2	855.8	24.7	59.5	-3622.1	9.6	KW-14594
-101.46873	-31.70178	105.7	15.4	11.0	764.2	19.4	56.0	-3696.6	9.8	KW-14595
-104.90100	-33.20441	-51.0	12.6	12.0	600.9	23.5	58.1	-3025.7	7.0	KW-14596
-101.73437	-31.76789	15.7	13.4	12.9	848.6	21.3	60.8	-3718.0	9.5	KW-14597
-101.78365	-33.36650	131.8	15.5	9.3	363.1	17.2	49.5	-3463.5	9.3	KW-14598
-104.92956	-32.88110	157.1	13.3	11.5	718.6	26.9	56.9	-3338.3	7.0	KW-14599
-105.11791	-33.74223	108.7	19.3	12.1	691.7	15.5	45.2	-3127.5	6.9	KW-14600
-104.51803	-33.61200	118.8	15.0	11.9	695.4	17.9	49.3	-3303.7	7.3	KW-14601
-103.51127	-35.61229	95.0	15.7	10.4	467.0	17.2	42.1	-3496.2	4.7	KW-14602
-102.12007	-31.78350	65.1	15.4	8.3	672.7	25.2	45.3	-3404.5	9.1	KW-14603
-105.18546	-33.49531	147.7	13.1	10.9	563.1	13.4	42.6	-3111.2	6.8	KW-14604
-103.70030	-35.06860	136.9	18.2	12.8	379.3	22.7	39.1	-3321.0	7.8	KW-14605
-105.02632	-33.53500	-71.0	13.0	10.7	327.7	8.2	48.2	-2924.2	6.9	KW-14606
-103.92572	-31.82300	84.9	19.5	13.5	487.6	16.9	42.6	-3619.8	7.8	KW-14607
-104.60196	-33.01134	117.8	16.0	13.7	440.3	14.3	39.3	-3166.3	7.3	KW-14608
-102.53459	-34.22299	101.7	17.1	12.1	175.2	18.1	38.5	-3602.2	8.8	KW-14609
-104.28637	-33.54126	172.2	21.1	12.4	538.2	14.2	39.1	-3253.3	7.5	KW-14610
-103.01530	-35.18715	127.6	11.8	10.8	488.5	14.6	35.7	-3306.3	8.1	KW-14611
-105.48405	-31.55459	104.0	12.6	11.2	385.9	12.8	38.0	-3278.9	6.6	KW-14612
-102.44505	-31.72149	64.3	20.2	13.0	646.4	15.9	39.5	-3548.3	8.9	KW-14613
-104.45768	-33.32454	113.5	13.6	11.6	433.1	10.3	37.7	-3071.2	7.4	KW-14614
-104.74696	-31.57392	76.4	17.8	14.0	370.9	12.2	35.6	-3454.4	7.2	KW-14615
-104.08419	-33.37884	38.7	13.0	12.1	411.3	8.3	34.6	-3158.5	7.6	KW-14616
-103.55591	-35.12317	123.1	13.8	11.2	502.5	16.8	32.2	-3399.3	7.8	KW-14617
-104.82598	-33.56795	64.8	18.5	14.8	453.2	10.2	33.7	-3123.3	7.1	KW-14618
-102.93228	-34.18765	109.5	13.1	11.1	260.3	11.0	31.2	-3560.9	8.5	KW-14619
-107.59956	-33.65165	157.6	13.5	12.4	1072.0	20.0	53.6	-3215.0	5.1	KW-14620
-107.79057	-33.58105	147.6	12.4	10.7	726.7	13.8	53.7	-3493.9	4.9	KW-14621
-105.74837	-33.94156	153.7	16.8	11.2	787.9	17.0	52.5	-3220.2	6.4	KW-14622
-106.98239	-31.70778	173.3	17.9	9.1	681.7	11.4	40.0	-3182.1	5.5	KW-14623
-107.93138	-32.79035	138.8	11.9	6.6	350.5	15.3	39.1	-3159.3	4.7	KW-14624
-105.91479	-33.68495	51.0	18.0	9.7	527.2	7.8	41.4	-3390.9	6.2	KW-14625
-108.97952	-31.76861	145.6	11.3	6.1	511.0	8.1	36.0	-3097.1	3.4	KW-14626
-108.04633	-32.24613	99.6	17.8	11.3	698.9	16.2	36.8	-3106.8	4.5	KW-14627
-107.65268	-31.83372	69.2	15.4	11.1	526.8	13.7	41.3	-3289.3	4.9	KW-14628
-110.13096	-31.78772	109.2	31.3	18.3	569.2	4.4	38.2	-3124.3	2.2	KW-14629
-106.58034	-31.67030	56.8	15.0	13.3	756.9	11.7	38.9	-3667.9	5.8	KW-14630
-108.59923	-31.61860	86.0	16.7	13.0	703.7	8.3	32.5	-3201.8	3.8	KW-14631
-107.73202	-33.40483	112.7	22.4	11.3	763.0	8.8	36.3	-3374.4	4.9	KW-14632
-107.45876	-33.68699	106.9	15.1	12.2	615.8	15.0	37.2	-3103.0	5.2	KW-14633
-106.00888	-31.57953	117.3	11.9	9.4	480.1	7.0	33.4	-3471.2	6.2	KW-14634
-86.80250	-35.19023	158.8	18.3	11.5	1606.8	50.2	119.4	-4191.0	22.6	KW-14635
-89.11891	-31.83529	54.7	14.0	10.9	652.2	30.5	50.2	-3259.3	21.4	KW-14636
-87.71946	-31.80963	167.1	11.9	10.7	763.3	17.3	63.9	-3688.2	23.1	KW-14637
-88.66004	-31.95634	72.1	15.2	11.1	940.3	25.4	64.9	-3860.3	22.0	KW-14638
-89.00052	-31.75264	60.7	27.8	12.7	1005.0	31.9	56.1	-3672.6	21.6	KW-14639
-86.97448	-35.02338	155.7	15.4	11.9	685.6	14.9	56.3	-4115.9	22.5	KW-14640
-89.75116	-33.66351	142.6	14.9	12.4	1216.7	21.0	55.4	-3934.3	19.9	KW-14641
-89.91142	-33.65125	77.7	15.3	11.4	692.4	16.4	53.3	-3771.8	19.7	KW-14642
-90.36295	-34.61247	111.9	7.6	6.0	255.0	16.7	53.8	-3510.0	18.8	KW-14643
-89.09366	-33.67341	7.0	13.6	11.9	920.3	12.8	46.3	-3850.5	20.6	KW-14644
-89.59773	-33.92756	149.9	16.4	12.0	907.9	12.7	47.1	-3940.8	20.0	KW-14645
-88.77653	-34.14777	102.9	20.3	10.4	733.0	13.9	48.2	-3883.4	20.8	KW-14646
-90.02167	-32.63629	95.8	12.4	10.9	550.6	4.4	39.6	-3856.2	20.0	KW-14647
-90.40562	-33.57644	77.9	16.7	12.7	750.0	13.7	39.3	-3802.3	19.1	KW-14648
-86.76924	-34.74637	27.1	11.0	6.7	348.0	8.9	34.7	-3928.0	22.9	KW-14649
-86.67500	-33.57131	40.4	21.2	13.9	328.4	12.0	33.1	-3653.9	23.5	KW-14650
-86.26508	-33.75687	40.2	9.4	7.0	440.0	10.8	30.3	-3670.5	23.9	KW-14651
-86.51436	-33.78633	73.7	16.5	14.8	458.6	12.6	31.6	-3774.7	23.6	KW-14652
-80.85224	-33.76966	85.6	34.3	22.2	1785.9	228.4	236.1	-3490.7	29.0	KW-14653
-85.41712	-36.31352	88.6	37.9	11.7	1372.5	46.7	60.8	-3641.2	20.6	KW-14654
-84.09260	-31.52332	41.0	13.6	10.9	449.9	9.7	45.1	-3805.5	27.6	KW-14655
-84.41838	-32.03611	12.4	15.7	10.0	381.3	4.4	35.6	-3984.7	27.0	KW-14656
-83.45158	-32.60933	-18.0	9.2	5.6	853.5	15.8	36.1	-3583.5	27.7	KW-14657
-84.17677	-31.81772	-0.5	7.0	5.8	299.8	3.0	32.4	-3728.5	27.3	KW-14658
-76.87878	-33.44273	84.8	20.0	16.6	2803.8	168.3	235.8	-3434.1	32.2	KW-14659
-78.92026	-33.66233	28.5	29.9	23.0	5107.3	274.7	210.6	-2566.6	30.2	KW-14660
-77.71660	-33.62353	157.8	18.7	18.0	2881.2	175.0	227.3	-3265.0	31.1	KW-14661
-78.35340	-33.57303	-4.1	17.2	13.0	2036.7	177.0	202.9	-2684.9	30.6	KW-14662
-78.50981	-33.66792	67.9	33.9	29.4	2755.3	225.9	196.5	-3052.3	30.3	KW-14663
-79.88588	-33.72903	-62.1	16.4	15.6	1384.4	127.3	192.9	-2883.7	29.5	KW-14664
-79.61902	-33.73181	6.3	14.7	13.0	2835.8	111.4	195.8	-2981.6	29.7	KW-14665
-77.42287	-33.38454	-25.7	15.8	15.0	2241.3	114.0	167.9	-2872.8	31.6	KW-14666
-77.65628	-33.45915	38.0	16.8	13.2	1993.2	128.2	165.7	-2768.8	31.3	KW-14667
-80.26072	-34.08989	-19.0	17.2	10.9	2450.2	92.2	155.9	-3516.7	28.8	KW-14668
-78.04271	-33.52009	48.1	13.8	12.8	1831.2	76.5	144.3	-3349.1	30.9	KW-14669
-80.35872	-33.80977	-3.0	13.6	11.3	1241.9	83.2	112.8	-3246.3	29.1	KW-14670
-79.76993	-31.57041	-11.6	14.0	10.8	1014.3	22.2	71.8	-4000.1	32.5	KW-14671
-80.18099	-31.79669	88.2	13.9	11.3	966.8	24.4	56.5	-3985.5	31.9	KW-14672
-80.27591	-31.86123	62.8	13.7	9.8	842.2	14.0	45.4	-3999.2	31.7	KW-14673
-77.38344	-33.66139	37.4	10.9	9.9	590.4	22.1	47.0	-3303.0	31.4	KW-14674
-79.96457	-32.45825	6.8	20.9	10.7	1124.5	21.0	45.9	-3964.4	31.7	KW-14675
-79.63304	-34.65999	139.0	13.1	12.1	252.8	6.2	38.6	-3970.8	28.2	KW-14676
-79.83123	-32.14176	34.9	18.4	13.7	577.9	16.7	33.1	-3980.7	32.0	KW-14677
-79.73594	-31.94887	-19.5	18.5	10.0	337.1	11.6	31.2	-3900.3	32.3	KW-14678
-73.89690	-32.90886	86.0	14.8	13.4	2356.8	169.3	205.7	-2777.8	36.5	KW-14679
-73.64091	-32.84462	11.7	12.5	11.2	2425.8	101.4	107.3	-3376.5	36.9	KW-14680
-73.77989	-31.50722	-6.6	13.4	11.9	1339.8	60.6	65.7	-4133.3	37.9	KW-14681
-74.46952	-32.61450	-5.5	15.5	14.2	776.6	38.4	43.3	-4098.7	36.0	KW-14682
-73.93928	-31.63890	75.9	15.0	13.0	919.3	55.3	44.7	-4036.8	37.6	KW-14683
-75.29119	-34.26026	12.9	27.3	9.8	302.1	33.3	30.4	-4082.3	33.2	KW-14684
-93.64713	-38.21058	102.7	20.2	15.7	1557.5	70.3	130.8	-3293.4	0.5	KW-14685
-91.39644	-40.02339	121.7	23.5	14.9	1256.5	49.8	82.5	-3346.4	0.5	KW-14686
-93.42834	-37.91892	157.9	21.6	11.6	871.4	34.9	67.2	-3119.8	1.0	KW-14687
-92.16526	-36.67449	76.5	32.6	14.2	851.7	39.3	56.3	-3539.8	6.2	KW-14688
-93.40449	-38.14722	35.6	14.5	7.0	1006.2	38.6	52.4	-3033.6	0.9	KW-14689
-90.55319	-40.88790	36.8	16.8	14.1	657.6	36.3	46.8	-3381.6	1.8	KW-14690
-93.51567	-37.13739	66.9	18.1	9.7	701.0	16.4	45.9	-3392.8	2.4	KW-14691
-92.76872	-37.22161	85.8	27.5	10.2	671.4	12.4	46.6	-3531.2	2.8	KW-14692
-92.46501	-37.33706	96.5	21.3	14.3	728.1	19.3	38.3	-3363.2	2.8	KW-14693
-86.89771	-37.70014	121.6	12.0	7.0	688.0	15.1	47.5	-3690.6	18.9	KW-14694
-86.02758	-40.45049	134.7	14.5	12.3	648.5	8.0	42.8	-4094.8	9.0	KW-14695
-86.78425	-38.12489	60.2	21.0	12.8	818.4	14.6	42.8	-3812.6	18.7	KW-14696
