Global Seamount Database from Kim, S.-S., and P. Wessel (2011), Geophys. J. Int., in revision.
This file contains 24,646 potential seamounts from the entire ocean basins.
The columns are:
Col 1: Longitude (-180/+180). Center of each seamount (in degrees)
Col 2: Latitude (-90/+90). Center of each seamount (in degrees)
Col 3: Estimated azimuth of the basal ellipse (in degree)
Col 4: Estimated major axis of the basal ellipse of each seamount (in km)
Col 5: Estimated minor axis of the basal ellipse of each seamount (in km)
Col 6: Seamount height obtained from the prediced bathymetry TOPO V12 (in m)
Col 7: Maximum amplitude of the Free-Air Gravity Anomaly (in mGal)
Col 8: Maximum amplitude of the Vertical Gravity Gradient Anomaly (in Eotvos)
Col 9: Regional depth of each seamount (in m)
Col 10: Age of underlying seafloor from the AGE 3.2 grid (in Myr)
Col 11: ID for each seamount (plate_###)
For explanation of modeling and notations, please see our GJI paper

Longitude	Latitude	Azimuth	Major	Minor	Height	FAA	VGG	Depth	CrustAge	ID
03.60349	-55.62627	148.3	15.3	13.5	201.4	11.2	24.3	-3262.8	21.3	KW-05923
07.37568	-55.77092	71.3	17.4	14.1	443.1	-24.7	22.1	-4714.1	32.4	KW-05924
04.38855	-56.68036	170.6	3.2	2.6	309.6	-13.3	32.1	-4433.3	28.1	KW-05925
02.71598	-56.35143	-60.1	6.9	5.4	162.3	18.9	27.0	-3838.2	27.4	KW-05926
03.26812	-56.19805	78.6	12.2	10.7	318.5	26.9	21.5	-3588.1	25.8	KW-05927
04.96938	-57.33305	78.5	8.3	6.4	132.4	6.3	24.2	-4476.7	47.1	KW-05928
02.91698	-56.31840	-62.8	13.7	10.3	239.6	22.8	21.8	-3758.2	26.4	KW-05929
09.96405	-53.24414	-25.3	22.0	13.2	2246.7	152.2	196.8	-3223.9	3.9	KW-05930
12.41005	-52.94144	54.7	20.4	11.3	1333.0	80.3	134.7	-3489.2	11.8	KW-05931
10.51296	-53.07986	68.0	20.2	14.3	1811.8	77.0	126.6	-3516.8	2.3	KW-05932
09.61177	-53.54036	-79.8	28.5	23.2	1136.5	107.7	95.1	-3416.5	8.4	KW-05933
11.78106	-52.95939	76.8	14.1	11.2	1660.5	52.2	96.8	-3467.4	10.2	KW-05934
12.08902	-52.85307	70.9	14.9	8.1	912.9	39.8	65.7	-3149.2	11.3	KW-05935
11.50772	-53.11633	84.7	18.5	11.8	1063.0	62.9	72.2	-3496.6	5.7	KW-05936
11.30069	-55.03368	54.5	14.7	13.4	554.6	27.7	82.2	-4472.7	40.2	KW-05937
11.36026	-52.82650	23.5	23.6	15.8	1153.7	69.0	73.8	-2712.2	0.7	KW-05938
11.54053	-53.49915	54.0	31.2	12.5	874.1	51.2	65.1	-3470.7	22.8	KW-05939
12.27410	-54.68971	50.5	30.7	16.1	838.4	29.3	63.1	-4761.9	36.1	KW-05940
10.46257	-55.33519	-44.3	8.9	8.6	344.1	33.0	57.1	-4200.2	43.5	KW-05941
07.90816	-54.64783	43.0	26.2	11.5	527.1	30.7	62.3	-3285.4	19.5	KW-05942
08.59407	-54.23740	53.9	14.4	6.6	564.0	27.0	59.3	-3327.9	20.5	KW-05943
11.33421	-57.01658	23.5	17.1	11.8	786.2	5.1	51.9	-5620.9	58.6	KW-05944
12.51374	-53.67821	63.7	19.7	15.8	716.4	63.3	64.7	-3432.6	22.8	KW-05945
08.28270	-54.66031	4.7	21.5	10.2	458.5	41.7	53.2	-3156.5	22.6	KW-05946
10.24931	-55.05295	21.7	28.0	17.5	727.8	31.2	54.9	-4403.2	41.2	KW-05947
12.19236	-56.78829	-84.7	19.0	16.3	910.2	8.6	59.3	-5672.2	56.2	KW-05948
08.70487	-57.07576	-35.5	26.5	9.3	579.9	12.1	48.7	-5008.3	60.1	KW-05949
11.62487	-55.30029	13.8	14.6	11.4	480.5	18.2	53.0	-4998.9	42.4	KW-05950
11.87488	-53.28391	48.1	13.6	10.8	559.8	24.8	53.4	-3660.1	20.2	KW-05951
09.98313	-55.24021	-57.2	8.1	5.6	501.1	17.0	49.8	-4186.1	43.0	KW-05952
10.85200	-55.68859	2.0	15.4	13.2	545.5	18.4	52.8	-4628.9	46.9	KW-05953
10.99858	-55.64180	-54.8	13.0	10.6	420.4	18.5	51.6	-4620.3	46.3	KW-05954
07.77512	-56.39568	87.3	10.4	7.8	415.8	19.2	48.5	-4434.9	52.0	KW-05955
08.12386	-56.44945	65.0	12.0	8.5	402.0	30.3	50.4	-4447.9	53.2	KW-05956
10.55833	-54.85787	46.4	23.7	13.2	499.7	24.7	53.1	-4245.5	39.2	KW-05957
10.02896	-53.80770	50.0	14.5	11.0	742.7	26.9	39.7	-3779.7	10.2	KW-05958
11.44198	-55.91912	-12.3	20.7	14.0	304.6	11.5	37.5	-4886.8	49.5	KW-05959
10.14017	-56.34934	-45.5	21.5	12.1	720.5	21.9	50.3	-5088.7	52.7	KW-05960
11.64466	-54.46331	66.0	15.6	6.3	292.0	27.4	46.4	-4002.0	35.3	KW-05961
09.71796	-54.72074	-82.6	10.1	9.2	273.2	35.3	43.7	-3561.8	30.4	KW-05962
09.50038	-56.24965	-74.3	10.3	6.7	538.6	13.7	40.4	-4821.4	52.0	KW-05963
09.64861	-55.36763	166.3	11.2	8.5	270.1	14.8	62.9	-4197.4	44.1	KW-05964
09.95464	-54.72664	38.1	25.6	15.2	460.2	32.9	41.4	-3848.7	32.5	KW-05965
11.43776	-56.17791	-63.4	17.3	12.3	538.1	7.1	42.0	-5122.7	51.9	KW-05966
11.03930	-53.62207	67.1	24.5	11.4	476.5	28.6	33.5	-3549.4	15.1	KW-05967
08.71798	-53.84504	43.6	7.8	5.8	197.6	-11.5	39.6	-3819.0	5.0	KW-05968
11.05702	-55.52330	34.6	16.5	11.9	343.4	5.6	41.6	-4788.1	45.0	KW-05969
10.14724	-56.14514	-18.7	36.3	15.0	854.1	24.7	39.9	-5076.9	51.1	KW-05970
12.05506	-53.62898	44.3	39.7	15.5	803.7	45.5	34.3	-3708.4	23.8	KW-05971
10.66846	-53.77853	68.0	12.8	6.2	209.9	28.6	33.2	-3556.5	9.2	KW-05972
09.76406	-53.93328	42.2	54.8	11.7	685.0	30.2	41.0	-3828.9	13.1	KW-05973
09.21764	-54.87392	56.7	20.2	5.7	320.5	25.8	44.9	-3540.0	28.4	KW-05974
09.99542	-57.15284	116.4	14.4	12.8	390.8	5.3	36.9	-5153.8	60.4	KW-05975
11.35362	-53.86655	25.5	8.2	5.9	396.4	44.6	40.4	-3398.2	26.2	KW-05976
11.17471	-53.92217	-63.6	20.9	14.7	315.8	42.4	39.5	-3675.5	27.0	KW-05977
11.73179	-57.38898	9.5	12.2	6.1	326.5	-2.2	36.6	-5435.2	62.1	KW-05978
09.33825	-54.23628	78.0	3.0	2.4	197.8	23.8	38.6	-3357.4	20.1	KW-05979
09.46797	-55.15612	47.0	12.3	9.1	250.8	6.4	29.4	-4167.4	38.1	KW-05980
11.14654	-55.15523	-11.8	19.7	11.7	361.8	6.0	38.2	-4643.5	41.4	KW-05981
12.17238	-56.31411	54.8	20.5	12.2	569.2	-0.8	37.0	-5428.1	52.3	KW-05982
10.95494	-56.36872	28.3	19.6	15.0	443.9	3.1	36.1	-5051.1	52.7	KW-05983
10.32921	-56.59614	-89.7	13.0	6.3	157.9	5.9	35.3	-5013.4	54.7	KW-05984
10.21680	-55.47404	-81.6	14.8	12.2	393.9	13.2	33.5	-4585.0	44.9	KW-05985
08.03965	-54.86224	98.6	24.3	18.3	676.3	43.3	32.9	-3144.2	23.4	KW-05986
12.30691	-57.31671	56.3	12.5	9.9	184.5	-15.7	30.1	-5619.9	61.2	KW-05987
12.14395	-55.54414	16.6	14.5	11.0	210.7	12.3	31.0	-4913.2	46.6	KW-05988
12.09946	-55.05673	-69.5	25.5	13.4	441.9	4.0	31.3	-4996.6	39.5	KW-05989
11.88997	-55.68289	29.8	19.6	13.0	382.3	7.4	32.0	-5149.8	48.5	KW-05990
12.26790	-56.12799	165.5	12.5	11.4	234.7	-3.5	31.5	-5222.7	50.8	KW-05991
10.58134	-55.01367	-40.2	26.6	15.6	470.5	17.9	32.8	-4460.7	40.7	KW-05992
09.56405	-56.05666	-54.7	18.6	13.5	563.2	7.3	31.2	-5090.7	50.5	KW-05993
07.69638	-56.78302	64.4	9.4	6.8	244.2	-14.0	25.3	-4712.6	54.6	KW-05994
07.72973	-57.29676	163.6	17.0	13.5	421.7	-14.4	29.1	-5190.7	65.9	KW-05995
10.18331	-54.56009	40.7	8.5	6.2	164.4	14.6	27.4	-3800.8	31.4	KW-05996
10.69151	-53.25605	163.0	9.0	7.2	526.4	21.6	30.4	-3468.5	4.4	KW-05997
08.89271	-53.74728	170.2	10.7	8.7	490.3	-15.5	29.7	-4094.6	5.6	KW-05998
10.78954	-55.96498	80.8	13.3	10.0	180.5	-0.6	30.6	-4651.2	49.5	KW-05999
10.67034	-54.07547	52.0	19.6	10.8	495.8	33.1	26.2	-3628.9	27.4	KW-06000
11.92695	-55.82936	147.6	16.3	12.2	255.7	5.1	28.2	-5054.2	49.4	KW-06001
11.71077	-53.96492	56.1	8.9	6.5	165.6	33.8	26.0	-3531.7	29.3	KW-06002
12.24817	-55.23731	72.0	8.8	7.2	106.4	6.4	27.7	-4813.0	41.5	KW-06003
08.11478	-57.33038	77.1	16.3	12.3	513.6	-20.4	26.2	-5469.6	63.7	KW-06004
09.73262	-56.42208	-73.9	14.3	12.7	310.1	-0.4	26.6	-5214.1	53.4	KW-06005
10.26705	-54.31154	35.1	13.6	11.3	272.6	18.7	27.0	-3790.4	25.9	KW-06006
09.13250	-55.90372	-14.9	16.7	15.7	471.8	-1.2	22.6	-4939.9	49.4	KW-06007
10.77278	-54.24064	81.2	7.7	6.2	138.2	19.7	31.6	-3659.8	30.5	KW-06008
12.43096	-55.62497	168.8	15.7	11.9	229.4	-6.9	21.7	-5201.5	46.5	KW-06009
10.29847	-57.14372	-74.5	16.6	13.5	339.9	-2.4	23.6	-5175.9	60.2	KW-06010
11.42416	-55.58234	163.9	8.3	7.4	160.0	-9.1	20.8	-5041.4	45.5	KW-06011
11.54007	-57.33672	64.5	14.6	9.4	101.4	-14.8	21.0	-5521.4	61.7	KW-06012
11.43713	-56.77090	18.4	12.8	11.0	367.5	-10.7	19.8	-5532.3	56.1	KW-06013
11.88123	-56.34899	-64.7	12.7	11.5	333.7	-11.8	19.3	-5434.4	52.8	KW-06014
07.90628	-55.06198	-66.5	18.5	14.1	540.8	40.7	18.0	-2843.5	24.4	KW-06015
13.11031	-52.27908	74.6	23.5	12.5	1404.0	75.9	122.6	-3206.8	2.4	KW-06016
16.29917	-51.99255	61.8	19.5	15.5	1561.1	126.6	134.1	-2766.9	3.2	KW-06017
13.79910	-52.67187	37.1	26.2	12.8	1265.6	109.3	113.1	-2949.8	7.9	KW-06018
16.09493	-52.40325	-62.1	16.2	10.5	1512.2	69.4	112.5	-3025.3	2.3	KW-06019
14.73038	-52.07738	-79.9	25.3	16.4	1313.4	101.2	108.5	-2871.1	2.2	KW-06020
15.06778	-51.79204	-86.1	25.8	10.8	1506.3	106.1	92.7	-2975.7	6.4	KW-06021
15.33868	-52.52653	-77.0	34.8	14.2	987.7	86.8	87.7	-3037.9	9.0	KW-06022
14.63019	-52.72601	76.2	27.6	11.8	667.4	92.8	79.1	-2943.8	6.4	KW-06023
15.31624	-53.15128	65.6	29.4	14.7	1298.5	71.9	80.3	-3798.9	19.1	KW-06024
14.40415	-52.31032	74.4	30.5	11.6	1420.8	57.0	77.3	-3413.7	1.8	KW-06025
16.52005	-52.14147	-67.7	19.4	14.5	953.9	70.8	72.9	-3334.1	2.1	KW-06026
16.66060	-52.50900	80.8	11.8	8.2	1114.7	71.0	70.9	-2771.9	2.4	KW-06027
16.54729	-52.88782	-74.4	14.7	5.8	466.8	82.8	77.0	-2813.1	9.4	KW-06028
16.99578	-53.03809	140.0	12.9	12.5	507.6	68.0	74.7	-3061.1	9.7	KW-06029
13.95183	-53.18611	-33.8	22.8	13.8	1241.6	55.9	72.1	-3903.4	16.1	KW-06030
13.44867	-52.77568	54.3	28.8	15.9	271.5	83.6	66.0	-2851.8	6.0	KW-06031
13.66190	-53.52409	57.5	27.8	18.4	1127.7	56.5	67.0	-3851.0	21.8	KW-06032
16.87150	-52.98094	104.8	12.8	11.6	524.8	73.6	64.3	-3112.9	9.4	KW-06033
14.93892	-55.54462	65.1	12.2	11.4	425.9	24.9	68.2	-5196.4	39.3	KW-06034
14.14077	-57.13142	-59.8	20.7	13.0	703.0	15.0	63.5	-5618.3	57.7	KW-06035
14.76047	-57.38976	-6.5	19.7	16.0	617.3	18.0	63.9	-5512.5	53.4	KW-06036
17.46590	-52.61262	-13.4	19.2	9.8	493.6	47.1	62.0	-3122.0	1.6	KW-06037
14.28499	-53.69695	62.4	12.8	5.0	326.1	27.0	60.9	-3783.6	25.3	KW-06038
17.00377	-52.45513	-80.9	5.9	3.9	856.1	43.0	62.6	-2360.4	0.4	KW-06039
12.54439	-53.14164	41.7	11.9	6.8	339.0	45.6	59.2	-3095.1	14.2	KW-06040
13.38377	-53.69230	30.9	22.7	10.9	618.9	43.4	63.5	-3807.0	24.3	KW-06041
12.74365	-52.36873	41.5	18.2	8.4	1443.0	20.6	60.0	-3736.7	1.9	KW-06042
17.13336	-53.74449	-28.4	20.7	6.5	627.7	53.6	50.7	-3392.0	20.5	KW-06043
16.37862	-51.78787	-57.7	24.4	11.0	970.2	66.5	58.1	-3254.4	5.2	KW-06044
14.39011	-52.93653	20.5	38.7	18.2	1000.4	75.6	50.2	-3318.5	10.0	KW-06045
15.89798	-53.20290	-35.8	13.9	10.2	734.2	45.4	60.2	-3723.9	17.3	KW-06046
12.76422	-56.56771	-34.2	21.2	8.3	429.4	18.4	54.9	-5171.1	53.6	KW-06047
13.37450	-57.15750	-75.3	22.8	15.3	596.9	23.2	46.9	-5415.9	60.6	KW-06048
12.56456	-54.24888	166.4	22.5	17.3	338.6	27.3	43.6	-4054.7	32.0	KW-06049
14.34949	-53.44139	66.1	12.3	10.1	333.0	3.0	55.8	-4084.5	22.1	KW-06050
14.20226	-57.24347	-57.7	17.2	13.3	684.7	3.9	50.2	-5708.0	58.9	KW-06051
14.70658	-53.40114	72.4	27.0	11.2	575.1	20.9	55.4	-4013.2	22.6	KW-06052
16.93120	-53.96703	-82.5	11.7	6.2	533.3	46.3	53.0	-3745.5	22.8	KW-06053
13.45371	-54.40215	78.5	26.2	14.3	371.7	22.1	41.3	-4620.4	31.7	KW-06054
16.34715	-52.99974	17.0	18.6	15.5	676.8	57.2	46.0	-3442.7	12.1	KW-06055
13.54762	-54.18459	88.4	14.2	8.2	488.2	23.8	39.0	-4345.7	29.2	KW-06056
13.36456	-53.22594	54.5	12.6	6.6	415.1	54.5	47.7	-3532.0	18.9	KW-06057
16.54763	-54.99442	-70.2	9.5	5.8	269.3	26.5	43.9	-4681.1	32.4	KW-06058
14.72324	-55.19482	-67.5	16.9	11.7	431.8	20.7	47.9	-5102.4	35.6	KW-06059
16.20370	-55.27986	33.1	15.2	10.2	337.5	18.2	41.1	-5077.1	35.1	KW-06060
15.65808	-53.93952	-26.6	20.2	14.4	500.3	25.4	42.2	-4111.9	24.5	KW-06061
16.80423	-54.44517	-35.4	18.5	12.6	703.2	31.0	47.0	-4518.4	27.3	KW-06062
16.93076	-56.10665	-53.6	34.2	10.4	508.4	28.2	44.3	-5081.9	39.4	KW-06063
14.97397	-56.54656	61.7	13.8	9.8	248.3	20.2	37.2	-5230.9	46.0	KW-06064
13.08836	-52.91165	30.8	21.6	16.9	368.8	63.3	44.2	-3268.5	8.2	KW-06065
16.19111	-53.90495	-16.8	12.8	11.4	500.6	23.7	46.4	-4264.4	23.2	KW-06066
16.32411	-53.96399	151.2	13.0	10.6	659.3	25.2	46.8	-4361.8	23.7	KW-06067
14.95909	-54.66274	3.3	13.5	9.6	259.7	31.5	31.1	-4558.9	30.9	KW-06068
12.64673	-55.16848	31.3	14.8	7.6	212.8	17.5	33.6	-4744.0	41.1	KW-06069
16.08020	-53.49856	-56.6	18.1	10.6	561.4	24.9	42.6	-4147.4	20.5	KW-06070
16.61307	-54.87192	44.4	19.1	12.5	347.4	28.4	39.9	-4687.9	31.2	KW-06071
15.37237	-57.40796	87.3	10.7	4.7	212.8	8.2	40.8	-5302.0	51.2	KW-06072
12.92555	-54.88444	-77.0	27.9	18.5	625.5	24.7	31.3	-4910.3	37.1	KW-06073
17.11726	-56.35456	120.4	9.0	8.0	241.7	24.6	39.6	-4843.7	40.6	KW-06074
15.12431	-57.12749	-22.9	11.3	9.1	223.3	3.0	41.3	-5440.1	49.7	KW-06075
15.12577	-54.09573	-82.0	8.7	6.7	269.7	17.4	42.0	-4213.0	26.6	KW-06076
16.06446	-56.11425	-64.0	18.7	5.8	195.4	18.6	34.3	-5086.7	41.0	KW-06077
15.74942	-53.21542	56.5	12.7	9.8	480.9	41.9	41.8	-3665.9	18.2	KW-06078
17.09723	-55.58063	-64.2	40.3	16.0	441.1	22.4	30.9	-4980.3	35.6	KW-06079
17.31376	-52.48119	-63.6	13.2	9.3	419.1	32.5	32.3	-3024.5	0.5	KW-06080
16.36725	-53.43600	-65.9	12.2	6.1	262.6	19.9	35.2	-3939.8	18.7	KW-06081
15.55786	-54.39630	-35.0	10.9	10.2	255.5	5.0	37.7	-4739.5	27.9	KW-06082
16.18357	-54.41452	13.7	15.3	12.5	516.5	21.2	32.5	-4626.1	28.1	KW-06083
15.16446	-55.55348	-60.0	15.5	12.9	193.8	18.1	38.4	-5105.7	39.0	KW-06084
14.80772	-56.95644	-10.1	21.5	10.9	256.6	3.0	34.7	-5432.9	49.4	KW-06085
15.47531	-54.00312	-65.5	11.1	8.5	298.7	15.3	38.2	-4223.4	25.3	KW-06086
14.60428	-54.07695	-45.0	16.5	13.2	586.1	16.1	23.3	-4471.4	27.4	KW-06087
16.73914	-54.63766	-88.6	16.3	6.8	349.9	23.9	33.2	-4500.7	29.0	KW-06088
16.66605	-53.30836	-45.5	15.3	8.1	334.4	22.5	32.7	-3806.1	15.4	KW-06089
14.88620	-53.87914	-75.6	13.7	9.2	398.8	14.8	32.4	-4199.2	25.5	KW-06090
14.62321	-55.06223	28.5	14.7	10.9	346.7	11.1	32.1	-5121.4	34.7	KW-06091
14.46233	-55.32880	-60.7	9.8	5.3	168.5	8.7	33.2	-5045.8	37.4	KW-06092
13.85417	-55.43961	36.5	15.8	9.3	226.5	15.6	35.6	-5008.4	39.9	KW-06093
15.96566	-56.98012	57.0	12.3	11.0	248.1	15.7	35.9	-5319.7	46.6	KW-06094
16.84520	-53.78053	-33.0	7.8	5.6	222.6	26.6	32.7	-3798.3	21.4	KW-06095
13.03083	-55.87810	24.7	13.0	10.3	190.0	-2.6	29.8	-5175.3	46.2	KW-06096
13.51081	-56.71128	-34.9	24.5	11.1	508.6	-5.5	30.4	-5605.9	54.1	KW-06097
16.93412	-53.30216	-26.4	12.0	11.1	295.1	18.4	32.9	-3587.0	14.0	KW-06098
15.29801	-53.58290	-32.8	13.1	11.4	542.1	17.2	31.4	-3640.1	22.7	KW-06099
16.17226	-54.95274	76.7	15.7	12.0	350.5	14.6	28.9	-4972.1	32.7	KW-06100
17.28915	-57.49778	44.9	15.0	10.0	369.6	12.2	32.6	-5263.0	49.0	KW-06101
17.18320	-52.91497	9.7	6.5	5.8	292.9	36.3	30.7	-3078.8	7.1	KW-06102
12.53260	-54.06671	-74.1	7.5	6.1	162.2	19.5	29.4	-3805.1	30.3	KW-06103
13.76558	-55.79982	34.1	9.7	6.7	135.5	7.4	30.7	-5059.7	43.0	KW-06104
13.87447	-55.86409	66.0	12.2	8.2	198.1	10.9	30.6	-5099.1	43.4	KW-06105
14.64641	-56.13027	-66.8	13.6	11.2	168.7	6.6	30.8	-5238.5	44.0	KW-06106
13.95225	-55.18929	78.4	16.2	12.3	181.8	4.3	29.8	-5050.9	37.8	KW-06107
16.68385	-55.41909	70.7	19.1	12.1	235.4	13.2	27.0	-4996.6	35.2	KW-06108
14.26636	-55.49300	-58.8	8.0	6.2	120.8	6.1	29.5	-5052.6	39.3	KW-06109
13.62829	-55.51132	84.1	17.6	14.2	276.1	10.4	29.7	-5090.8	41.4	KW-06110
15.12429	-53.74141	146.8	12.4	10.7	683.8	10.5	21.1	-3919.3	24.1	KW-06111
16.38982	-53.82425	-86.8	13.5	11.7	259.8	14.0	28.3	-4249.0	22.3	KW-06112
16.79023	-56.71468	26.3	13.3	11.1	160.2	7.3	26.9	-5242.3	43.4	KW-06113
15.72450	-56.94449	62.5	11.6	10.4	142.5	10.0	25.6	-5336.4	46.8	KW-06114
15.64870	-55.83573	-75.5	14.1	12.0	188.0	2.1	25.4	-5257.2	40.0	KW-06115
17.02679	-55.89943	158.7	12.0	10.6	173.4	13.9	25.4	-4984.4	37.8	KW-06116
14.15077	-56.05845	166.7	11.4	10.6	135.6	6.7	26.3	-5157.9	44.6	KW-06117
15.60580	-53.57782	9.5	13.1	11.1	229.8	13.7	16.3	-3810.4	22.0	KW-06118
17.03529	-57.18689	60.1	13.5	11.1	298.8	-2.8	23.9	-5474.8	45.7	KW-06119
17.16618	-54.13488	166.0	7.2	5.9	144.8	14.3	23.2	-4150.5	23.9	KW-06120
13.19971	-56.11530	13.8	13.9	11.2	121.4	-1.6	24.0	-5189.1	47.1	KW-06121
15.95207	-54.03702	173.4	7.1	6.0	176.0	6.2	22.4	-4410.4	24.6	KW-06122
17.03142	-55.78490	28.2	7.4	6.3	101.7	10.7	18.4	-4944.6	37.1	KW-06123
15.48823	-56.17491	79.7	13.6	11.4	110.5	4.0	22.1	-5234.5	42.5	KW-06124
15.84592	-56.26388	179.4	8.1	7.2	104.0	4.1	18.3	-5224.8	42.4	KW-06125
16.83949	-55.85024	147.6	15.1	13.0	246.0	13.0	16.3	-5078.9	37.8	KW-06126
22.17418	-53.31905	77.5	14.3	12.2	1653.0	134.8	166.3	-2908.6	3.0	KW-06127
19.74298	-52.98987	-78.0	11.3	5.2	1240.6	86.1	123.8	-2525.6	1.5	KW-06128
19.37312	-53.01374	-81.0	14.8	6.7	1327.1	102.2	107.3	-2393.1	2.5	KW-06129
17.87007	-52.72683	60.4	8.0	6.3	1052.9	73.2	109.3	-2833.6	2.2	KW-06130
18.80767	-53.04233	-88.0	11.5	6.0	935.5	92.2	104.6	-2541.0	3.8	KW-06131
20.88055	-53.06113	74.9	21.5	12.3	1210.1	60.7	89.4	-3570.7	1.3	KW-06132
21.22147	-53.42634	64.3	10.0	6.1	1030.6	91.7	97.9	-2850.7	5.1	KW-06133
21.33305	-53.19128	77.1	12.9	6.4	1247.9	74.8	90.9	-2912.2	2.4	KW-06134
22.01207	-53.46043	30.7	15.6	13.1	845.3	105.2	93.2	-2866.2	4.6	KW-06135
20.09508	-53.66440	-70.5	17.4	12.4	896.1	66.6	81.4	-3352.8	9.2	KW-06136
17.94066	-53.17782	14.8	6.7	5.6	383.3	77.2	83.7	-2984.0	8.0	KW-06137
20.38757	-53.16933	-82.3	22.7	12.2	733.8	76.0	71.9	-3141.2	3.0	KW-06138
20.55089	-53.28413	31.6	12.1	11.4	945.6	73.7	71.0	-2936.7	4.2	KW-06139
21.90824	-53.71945	23.6	18.1	14.2	955.5	79.2	67.8	-3144.7	7.4	KW-06140
22.73729	-53.38551	-78.2	11.9	6.7	599.2	72.1	63.6	-2771.9	2.2	KW-06141
19.22940	-53.45836	8.4	15.3	12.8	730.6	53.4	67.7	-3434.4	8.1	KW-06142
21.72329	-53.99611	59.0	13.6	10.1	402.4	56.9	58.7	-3207.4	10.5	KW-06143
22.17424	-55.22837	-1.8	21.7	15.9	799.9	58.7	64.3	-3654.5	26.0	KW-06144
19.71191	-54.87520	22.8	28.9	15.8	982.0	55.5	61.1	-4449.3	25.9	KW-06145
19.86715	-54.80313	64.3	9.7	7.8	285.3	49.6	48.0	-3825.6	25.1	KW-06146
19.39060	-55.00693	35.7	19.1	13.0	677.3	45.5	61.1	-4273.8	27.5	KW-06147
19.62079	-57.51189	87.7	14.6	12.4	863.9	44.6	56.8	-4627.1	49.8	KW-06148
19.37447	-54.13515	0.2	7.7	6.0	222.8	38.0	76.1	-3492.6	20.2	KW-06149
23.71468	-53.58818	-89.3	12.8	11.9	717.8	69.0	60.5	-3036.5	2.4	KW-06150
18.71940	-53.70202	-89.0	23.0	10.9	828.6	35.3	56.2	-3849.7	13.1	KW-06151
19.52395	-53.84776	16.8	31.4	12.1	494.5	44.3	46.2	-3427.4	13.7	KW-06152
20.11962	-54.58785	58.2	12.6	9.9	494.8	48.0	59.9	-3781.1	23.0	KW-06153
18.04952	-53.39236	-75.5	14.8	11.4	640.2	56.4	55.2	-3405.1	10.3	KW-06154
18.00815	-52.88700	36.6	9.0	7.5	373.4	57.4	48.3	-2832.9	4.0	KW-06155
21.23784	-56.00850	71.1	10.7	7.6	339.7	40.1	34.7	-4115.5	34.2	KW-06156
21.97974	-55.43309	53.2	25.2	15.3	706.9	48.4	50.7	-3826.5	28.3	KW-06157
21.28951	-53.55507	89.8	9.9	5.5	318.0	61.0	54.0	-3197.1	6.4	KW-06158
22.48788	-56.73228	49.0	38.1	14.3	1071.2	47.5	49.3	-4344.4	47.5	KW-06159
18.39483	-52.81058	-76.0	12.0	5.7	534.1	44.0	47.1	-3065.7	2.0	KW-06160
20.77028	-54.26454	32.2	14.6	10.1	420.5	43.3	52.4	-3620.3	18.2	KW-06161
22.48108	-56.90237	26.6	33.1	12.9	706.8	48.0	48.7	-4280.6	49.0	KW-06162
17.73710	-53.15936	-39.1	13.3	11.5	428.5	57.9	49.2	-3300.1	8.5	KW-06163
22.29814	-54.76426	34.6	14.8	10.5	512.2	38.1	47.7	-3765.1	21.4	KW-06164
22.45435	-55.03932	76.5	22.1	15.4	551.7	53.3	35.2	-3558.8	23.8	KW-06165
18.29307	-56.12558	88.5	12.7	10.4	652.8	19.4	49.8	-4967.2	37.1	KW-06166
17.59322	-56.52275	44.9	30.0	11.5	539.3	25.4	47.1	-4975.0	40.8	KW-06167
18.18680	-53.08324	-62.0	9.5	5.5	430.4	58.1	45.9	-2793.3	6.0	KW-06168
22.05475	-56.51914	24.1	36.0	11.6	590.0	19.8	40.6	-4440.1	43.9	KW-06169
20.15886	-55.13490	56.6	27.4	7.4	406.3	35.0	39.1	-4193.5	27.3	KW-06170
17.73709	-53.99238	19.8	11.4	8.2	351.5	37.2	43.9	-3660.9	21.8	KW-06171
17.97111	-56.27580	-25.5	18.6	14.6	607.1	20.6	41.5	-4996.0	38.6	KW-06172
18.31678	-53.92538	-28.8	22.2	9.2	549.3	38.0	43.0	-3760.1	19.8	KW-06173
21.80329	-55.64996	9.0	9.8	7.9	223.7	39.1	35.8	-3574.4	30.6	KW-06174
20.04559	-56.94647	-56.2	24.5	14.6	620.8	34.3	41.7	-4517.7	44.3	KW-06175
19.71957	-53.73452	-58.5	16.5	11.1	437.0	38.4	41.0	-3414.1	10.8	KW-06176
21.91961	-56.64503	59.6	14.8	9.5	470.1	16.8	30.6	-4585.3	45.2	KW-06177
19.87178	-57.19350	-12.6	18.1	14.7	749.8	35.4	41.3	-4679.1	46.6	KW-06178
18.59972	-56.93216	49.5	16.5	11.3	434.3	24.5	41.3	-4787.2	44.2	KW-06179
22.40891	-54.17738	-21.2	20.5	14.3	462.4	27.6	32.7	-3621.0	11.9	KW-06180
18.28634	-54.44811	-83.8	11.6	10.4	419.9	15.3	40.5	-4212.9	24.7	KW-06181
18.03212	-54.80407	48.6	18.6	12.9	517.7	29.0	40.0	-4439.5	28.1	KW-06182
18.47480	-53.32665	-3.4	17.6	13.8	548.9	48.0	39.0	-3239.6	8.1	KW-06183
18.54407	-54.28367	18.3	10.6	9.5	420.8	14.7	38.9	-4102.7	22.9	KW-06184
